img,act_class,act_name
018830252.jpg,,
030373505.jpg,,
009301741.jpg,,
014386797.jpg,,
010466044.jpg,,
042294354.jpg,,
079557838.jpg,,
014138355.jpg,,
013032043.jpg,,
064342895.jpg,,
019718298.jpg,dancing,ballet modern or jazz
009761004.jpg,dancing,ballet modern or jazz
016684858.jpg,dancing,ballet modern or jazz
092373140.jpg,dancing,ballet modern or jazz
082147125.jpg,dancing,ballet modern or jazz
035406456.jpg,dancing,ballet modern or jazz
065582077.jpg,dancing,ballet modern or jazz
053727567.jpg,dancing,ballet modern or jazz
067712426.jpg,dancing,ballet modern or jazz
068267115.jpg,dancing,ballet modern or jazz
062873402.jpg,dancing,ballet modern or jazz
026610137.jpg,dancing,ballet modern or jazz
003900642.jpg,dancing,ballet modern or jazz
045556678.jpg,dancing,ballet modern or jazz
089097388.jpg,dancing,ballet modern or jazz
056949726.jpg,dancing,ballet modern or jazz
083239104.jpg,dancing,ballet modern or jazz
099162434.jpg,dancing,ballet modern or jazz
016361620.jpg,dancing,ballet modern or jazz
069177764.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
067429357.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
097995545.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
098560073.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
068667861.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
024361479.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
079855584.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
010702913.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
078069930.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
091019612.jpg,dancing,general dancing (e.g. disco folk Irish step dancing line dancing polka contra country)
038283339.jpg,dancing,ballroom
063063529.jpg,dancing,ballroom
043014273.jpg,dancing,ballroom
043776505.jpg,dancing,ballroom
031037089.jpg,dancing,ballroom
076212962.jpg,dancing,ballroom
093617656.jpg,dancing,ballroom
094075086.jpg,conditioning exercise,calisthenics
017478128.jpg,conditioning exercise,calisthenics
087474365.jpg,conditioning exercise,calisthenics
073743144.jpg,running,jogging
025283740.jpg,conditioning exercise,calisthenics
006728461.jpg,conditioning exercise,calisthenics
026799727.jpg,conditioning exercise,calisthenics
091220824.jpg,conditioning exercise,calisthenics
063317867.jpg,conditioning exercise,pilates general
072105466.jpg,conditioning exercise,pilates general
025715235.jpg,conditioning exercise,pilates general
071938816.jpg,conditioning exercise,pilates general
002812151.jpg,conditioning exercise,pilates general
037532135.jpg,conditioning exercise,pilates general
062675335.jpg,conditioning exercise,pilates general
014609657.jpg,conditioning exercise,pilates general
082300357.jpg,conditioning exercise,pilates general
023503130.jpg,conditioning exercise,pilates general
065228111.jpg,conditioning exercise,pilates general
040519714.jpg,conditioning exercise,circuit training
059604360.jpg,conditioning exercise,circuit training
010745055.jpg,conditioning exercise,circuit training
001691280.jpg,conditioning exercise,circuit training
090956443.jpg,conditioning exercise,circuit training
026963001.jpg,conditioning exercise,circuit training
081967700.jpg,conditioning exercise,circuit training
099935030.jpg,conditioning exercise,circuit training
021143126.jpg,conditioning exercise,circuit training
026517074.jpg,conditioning exercise,circuit training
066285979.jpg,conditioning exercise,circuit training
096544863.jpg,conditioning exercise,circuit training
091581435.jpg,conditioning exercise,circuit training
050287552.jpg,conditioning exercise,circuit training
079511028.jpg,conditioning exercise,circuit training
013574585.jpg,,
097743818.jpg,,
096435323.jpg,,
016372896.jpg,,
029942312.jpg,,
010015500.jpg,,
027171760.jpg,,
081595579.jpg,,
037831561.jpg,sports,volleyball indoor
008839697.jpg,sports,volleyball indoor
034222552.jpg,,
098138333.jpg,,
062968360.jpg,,
041616095.jpg,sports,volleyball indoor
016653851.jpg,sports,volleyball indoor
098617680.jpg,sports,volleyball indoor
082084901.jpg,sports,volleyball indoor
028147730.jpg,sports,volleyball indoor
007006870.jpg,sports,volleyball indoor
005662556.jpg,sports,volleyball indoor
012037815.jpg,sports,volleyball indoor
058076858.jpg,sports,volleyball indoor
092876342.jpg,sports,volleyball indoor
049674343.jpg,sports,volleyball indoor
084294548.jpg,sports,volleyball indoor
044588662.jpg,sports,volleyball indoor
070858355.jpg,sports,volleyball indoor
073187274.jpg,sports,volleyball indoor
017396371.jpg,sports,volleyball indoor
036121606.jpg,sports,volleyball indoor
063730216.jpg,,
007069661.jpg,,
036154019.jpg,,
053479947.jpg,,
099622449.jpg,,
047453356.jpg,,
081605676.jpg,,
043206729.jpg,dancing,ballet modern or jazz
079639072.jpg,dancing,ballet modern or jazz
059541480.jpg,dancing,ballet modern or jazz
088659544.jpg,dancing,ballet modern or jazz
041094255.jpg,dancing,ballet modern or jazz
060430442.jpg,dancing,ballet modern or jazz
063001868.jpg,dancing,ballet modern or jazz
041738294.jpg,dancing,ballet modern or jazz
014431204.jpg,dancing,ballet modern or jazz
009355941.jpg,dancing,ballet modern or jazz
001667155.jpg,dancing,ballet modern or jazz
087353426.jpg,dancing,ballet modern or jazz
023647491.jpg,dancing,ballet modern or jazz
021150675.jpg,dancing,ballet modern or jazz
073603540.jpg,dancing,ballet modern or jazz
032001611.jpg,dancing,ballet modern or jazz
050604469.jpg,dancing,ballet modern or jazz
016251107.jpg,dancing,ballet modern or jazz
095974572.jpg,dancing,ballet modern or jazz
085158140.jpg,dancing,ballet modern or jazz
086378962.jpg,dancing,ballet modern or jazz
040677375.jpg,dancing,ballet modern or jazz
076236121.jpg,dancing,ballet modern or jazz
014387616.jpg,home activities,feeding household animals
000861900.jpg,home activities,feeding household animals
001997293.jpg,home activities,feeding household animals
058660174.jpg,home activities,feeding household animals
045539491.jpg,,
051801535.jpg,,
000746314.jpg,,
042268662.jpg,water activities,windsurfing
071806816.jpg,water activities,windsurfing
044269370.jpg,water activities,windsurfing
073221921.jpg,water activities,windsurfing
023301896.jpg,water activities,windsurfing
081314200.jpg,water activities,windsurfing
058843124.jpg,water activities,windsurfing
021076310.jpg,water activities,windsurfing
023672048.jpg,water activities,windsurfing
062803046.jpg,water activities,windsurfing
082993959.jpg,water activities,windsurfing
041562778.jpg,water activities,windsurfing
025830043.jpg,water activities,windsurfing
086701161.jpg,water activities,windsurfing
066926829.jpg,water activities,windsurfing
044808549.jpg,water activities,windsurfing
048790020.jpg,bicycling,unicycling
020425647.jpg,bicycling,unicycling
062680263.jpg,bicycling,unicycling
035874251.jpg,bicycling,unicycling
099564518.jpg,bicycling,unicycling
048018352.jpg,bicycling,unicycling
048588561.jpg,bicycling,unicycling
056585179.jpg,,
091675600.jpg,bicycling,unicycling
080081810.jpg,bicycling,unicycling
045113007.jpg,bicycling,unicycling
071869927.jpg,bicycling,unicycling
058623550.jpg,bicycling,unicycling
049236705.jpg,bicycling,unicycling
019231577.jpg,bicycling,unicycling
046393626.jpg,bicycling,unicycling
024581859.jpg,bicycling,unicycling
091484215.jpg,bicycling,unicycling
033540681.jpg,bicycling,unicycling
095226401.jpg,bicycling,unicycling
053305529.jpg,,
063154438.jpg,,
054294044.jpg,,
012938062.jpg,,
037582122.jpg,,
009914611.jpg,,
062295404.jpg,,
044687420.jpg,,
077798497.jpg,,
022047048.jpg,,
016456606.jpg,,
040633223.jpg,,
092658538.jpg,,
071042182.jpg,home repair,home repair general
041892362.jpg,home repair,home repair general
051727217.jpg,home repair,home repair general
008421301.jpg,home repair,home repair general
098457590.jpg,home repair,home repair general
066640730.jpg,home repair,home repair general
028540407.jpg,home repair,home repair general
058580839.jpg,home repair,home repair general
010948237.jpg,home repair,home repair general
096583667.jpg,home repair,home repair general
017478499.jpg,home repair,home repair general
064803032.jpg,home repair,home repair general
024545446.jpg,home repair,home repair general
071756138.jpg,home repair,home repair general
077682137.jpg,home repair,home repair general
067341973.jpg,home repair,home repair general
061449946.jpg,home repair,home repair general
089246909.jpg,home repair,home repair general
007862671.jpg,home repair,home repair general
033091477.jpg,home repair,home repair general
024828748.jpg,home repair,home repair general
098801396.jpg,home repair,home repair general
038938978.jpg,home repair,home repair general
073261270.jpg,home repair,home repair general
068472516.jpg,home repair,home repair general
021208124.jpg,home repair,home repair general
023899768.jpg,home repair,home repair general
028128456.jpg,home repair,home repair general
041112728.jpg,home repair,home repair general
023432507.jpg,home repair,laying or removing carpet
001965148.jpg,home repair,laying or removing carpet
087939306.jpg,home repair,laying or removing carpet
096560983.jpg,home repair,laying or removing carpet
034157039.jpg,home repair,laying or removing carpet
033850688.jpg,,
000709181.jpg,,
068025069.jpg,,
082543990.jpg,,
014660830.jpg,,
015966635.jpg,,
079008325.jpg,,
061629075.jpg,,
004486056.jpg,,
062254699.jpg,,
030891772.jpg,,
036872516.jpg,,
076973142.jpg,,
081093519.jpg,,
040035663.jpg,home repair,roofing
094715294.jpg,home repair,roofing
040646272.jpg,home repair,roofing
077183604.jpg,home repair,roofing
048387726.jpg,home repair,roofing
089753233.jpg,home repair,roofing
090776124.jpg,home repair,roofing
008741681.jpg,home repair,roofing
093649333.jpg,home repair,roofing
082553484.jpg,home repair,roofing
079131071.jpg,miscellaneous,standing talking in person
020091134.jpg,home repair,home repair general
080511921.jpg,miscellaneous,standing talking in person
085013273.jpg,home repair,home repair general
028915033.jpg,home repair,home repair general
095226008.jpg,home activities,sweeping garage sidewalk or outside of house
004986015.jpg,lawn and garden,mowing lawn walk hand mower (Taylor Code 570)
014990925.jpg,home repair,home repair general
053758114.jpg,home repair,home repair general
057579247.jpg,home repair,home repair general
064515008.jpg,home repair,home repair general
001696913.jpg,home repair,home repair general
096036677.jpg,home repair,home repair general
004458809.jpg,home repair,home repair general
014306195.jpg,home repair,home repair general
001401452.jpg,home repair,home repair general
056685843.jpg,home repair,home repair general
093226688.jpg,home repair,home repair general
066594717.jpg,home repair,home repair general
082265747.jpg,home repair,home repair general
001328120.jpg,home repair,home repair general
054201530.jpg,,
045956298.jpg,,
049896794.jpg,,
007221319.jpg,,
068443536.jpg,sports,handball
050322041.jpg,sports,handball
076514885.jpg,sports,handball
048529063.jpg,sports,handball
014938164.jpg,sports,handball
064825695.jpg,sports,handball
